Location,DateTime(UTC),Wind Dir,Wind Spd(kt),Max Gust(kt),Temp,Dew Point,RH,Rainfall(mm),Pressure,Cloud
NZOUA,202402151030,190,8,15,12.5,11.7,95.1,0.2,1021.1,SCT009 BKN047 BKN075
NZOUA,202402151100,190,4,12,12.8,12.1,95.7,0.2,1021.3,SCT011 BKN060 OVC095
NZOUA,202402151130,270,2,9,12.7,12.0,95.3,0.2,1021.5,BKN011 BKN047 
NZOUA,202402151200,290,3,8,12.7,12.1,96.1,0.0,1021.9,SCT011 BKN050 
NZOUA,202402151230,320,4,6,12.7,12.1,96.0,0.0,1022.2,FEW013 SCT018 BKN049
NZOUA,202402151300,330,2,6,12.9,12.2,95.6,0.0,1022.1,FEW013 SCT023 OVC049
NZOUA,202402151330,350,3,4,13.0,12.3,95.8,0.0,1022.4,BKN025 OVC049 
NZOUA,202402151400,360,3,4,13.1,12.2,94.5,0.0,1022.3,BKN019 BKN026 OVC050
NZOUA,202402151430,340,2,4,13.1,12.2,94.4,0.0,1022.7,BKN025 OVC050 
NZOUA,202402151500,350,3,5,13.1,12.1,93.4,0.0,1022.9,BKN024 OVC050 
NZOUA,202402151530,360,4,6,13.1,11.9,92.5,0.0,1023.0,SCT021 OVC050 
NZOUA,202402151600,10,3,6,13.0,12.1,94.2,0.0,1023.1,OVC049 
NZOUA,202402151630,30,2,4,12.9,12.2,95.5,0.0,1023.1,SCT017 OVC047 
NZOUA,202402151700,10,3,4,13.0,12.3,95.7,0.0,1023.3,OVC045 
NZOUA,202402151730,50,2,4,12.9,12.3,96.0,0.0,1023.5,OVC046 
NZOUA,202402151800,40,3,4,12.9,12.4,96.7,0.0,1023.9,OVC050 
NZOUA,202402151830,20,3,4,13.0,12.5,96.6,0.0,1024.2,OVC050 
NZOUA,202402151900,360,4,8,13.5,11.9,90.3,0.0,1024.4,OVC050 
NZOUA,202402151930,350,5,8,14.0,11.7,86.2,0.0,1024.4,BKN050 
NZOUA,202402152000,350,5,8,14.6,11.6,82.3,0.0,1024.8,OVC050 
NZOUA,202402152030,360,6,10,15.8,11.6,75.9,0.0,1025.0,BKN055 
NZOUA,202402152100,360,6,10,16.3,11.2,71.8,0.0,1025.0,SCT050 
NZOUA,202402152130,10,5,10,17.2,8.8,57.9,0.0,1025.1,-999
NZOUA,202402152200,40,4,10,18.1,9.7,58.1,0.0,1025.2,-999
NZOUA,202402152230,40,6,9,18.5,9.3,54.9,0.0,1025.2,-999
NZOUA,202402152300,70,7,10,18.3,9.1,54.9,0.0,1025.1,-999
NZOUT,202402150000,200,5,12,16.6,10.9,68.8,0.0,-999,-999
NZOUT,202402150100,200,5,12,17.7,10.8,64.1,0.0,-999,-999
NZOUT,202402150200,180,6,13,19.2,11.8,62.3,0.0,-999,-999
NZOUT,202402150300,180,8,15,16.7,11.7,72.6,0.0,-999,-999
NZOUT,202402150400,180,8,17,15.8,11.4,75.4,0.0,-999,-999
NZOUT,202402150500,180,9,22,13.9,11.1,83.4,0.0,-999,-999
NZOUT,202402150600,190,9,23,13.1,9.3,77.8,0.0,-999,-999
NZOUT,202402150700,190,10,28,13.2,10.1,81.6,0.0,-999,-999
NZOUT,202402150800,190,9,20,12.6,11.0,90.0,0.2,-999,-999
NZOUT,202402150900,190,8,19,12.1,11.2,93.7,1.8,-999,-999
NZOUT,202402151000,200,3,13,12.2,11.3,94.4,0.8,-999,-999
NZOUT,202402151100,220,2,9,12.1,11.3,94.7,0.0,-999,-999
NZOUT,202402151200,340,2,4,11.6,10.9,95.5,0.0,-999,-999
NZOUT,202402151300,340,1,4,11.8,11.2,96.2,0.0,-999,-999
NZOUT,202402151400,350,2,3,12.0,11.5,96.4,0.0,-999,-999
NZOUT,202402151500,360,1,3,12.1,11.5,96.4,0.2,-999,-999
NZOUT,202402151600,360,2,3,12.2,11.7,96.4,0.0,-999,-999
NZOUT,202402151700,0,0,3,12.3,11.7,96.2,0.0,-999,-999
NZOUT,202402151800,290,1,3,12.4,11.8,96.1,0.0,-999,-999
NZOUT,202402151900,360,1,2,12.7,12.1,96.0,0.0,-999,-999
NZOUT,202402152000,340,2,3,13.9,12.3,90.4,0.0,-999,-999
NZOUT,202402152100,350,4,7,15.8,10.1,69.0,0.0,-999,-999
NZOUT,202402152200,50,2,8,18.2,9.1,55.1,0.0,-999,-999
NZOUT,202402152300,90,7,13,17.7,7.3,50.7,0.0,-999,-999
NZORF,202402150000,300,2,-999,25.8,15.5,53.0,0.0,-999,-999
NZORF,202402150100,240,3,-999,24.9,16.1,58.0,0.0,-999,-999
NZORF,202402150200,40,8,-999,26.8,18.6,61.0,0.0,-999,-999
NZORF,202402150300,20,5,-999,26.1,18.0,61.0,0.0,-999,-999
NZORF,202402150400,50,10,-999,24.4,17.6,66.0,0.0,-999,-999
NZORF,202402150500,40,8,-999,24.6,18.1,67.0,0.0,-999,-999
NZORF,202402150600,50,6,-999,23.9,17.6,68.0,0.0,-999,-999
NZORF,202402150700,40,6,-999,22.4,17.1,72.0,0.0,-999,-999
NZORF,202402150800,60,6,-999,20.9,16.7,77.0,0.0,-999,-999
NZORF,202402150900,40,5,-999,19.9,16.5,81.0,0.0,-999,-999
NZORF,202402151000,230,2,-999,17.3,14.9,86.0,0.0,-999,-999
NZORF,202402151100,190,2,-999,16.7,14.0,84.0,0.0,-999,-999
NZORF,202402151200,170,3,-999,14.8,13.5,92.0,0.0,-999,-999
NZORF,202402151300,50,3,-999,14.3,13.5,95.0,0.0,-999,-999
NZORF,202402151400,140,3,-999,13.1,12.6,97.0,0.0,-999,-999
NZORF,202402151500,110,2,-999,14.7,13.2,91.0,0.0,-999,-999
NZORF,202402151600,200,2,-999,12.2,11.6,96.0,0.0,-999,-999
NZORF,202402151700,110,2,-999,13.5,13.2,98.0,0.0,-999,-999
NZORF,202402151800,40,2,-999,12.3,12.2,99.0,0.0,-999,-999
NZORF,202402151900,240,2,-999,14.4,14.2,99.0,0.0,-999,-999
NZORF,202402152000,130,1,-999,18.6,17.3,92.0,0.0,-999,-999
NZORF,202402152100,80,2,-999,22.7,18.2,76.0,0.0,-999,-999
NZORF,202402152200,340,3,-999,24.1,16.6,63.0,0.0,-999,-999
NZORF,202402152300,130,4,-999,25.5,16.1,56.0,0.0,-999,-999
NZPEX,202402142330,60,11,16,23.3,15.1,60.0,0.0,1024.8,-999
NZPEX,202402150000,50,9,16,24.7,16.0,58.4,0.0,1024.7,-999
NZPEX,202402150030,60,9,15,23.9,15.8,60.7,0.0,1024.5,-999
NZPEX,202402150100,40,9,14,23.8,15.6,60.0,0.0,1024.5,-999
NZPEX,202402150130,50,7,14,24.9,15.6,56.4,0.0,1024.4,-999
NZPEX,202402150200,60,8,13,24.5,16.0,59.2,0.0,1024.3,-999
NZPEX,202402150230,70,10,16,23.7,15.1,58.7,0.0,1024.3,-999
NZPEX,202402150300,50,8,16,24.2,16.6,62.5,0.0,1024.1,-999
NZPEX,202402150330,70,9,14,23.7,16.2,63.0,0.0,1024.2,-999
NZPEX,202402150400,70,8,14,23.6,15.7,61.3,0.0,1024.2,-999
NZPEX,202402150430,50,7,14,23.9,16.6,63.8,0.0,1024.2,-999
NZPEX,202402150500,70,8,13,22.9,16.3,66.2,0.0,1024.3,-999
NZPEX,202402150530,60,7,13,22.6,16.3,67.8,0.0,1024.3,-999
NZPEX,202402150600,70,7,13,22.1,16.7,71.5,0.0,1024.5,-999
NZPEX,202402150630,70,6,11,21.6,16.3,71.9,0.0,1024.9,-999
NZPEX,202402150700,70,4,10,20.9,16.6,76.5,0.0,1025.1,-999
NZPEX,202402150730,90,3,8,20.3,16.6,79.7,0.0,1025.4,-999
NZPEX,202402150800,90,4,7,20.0,16.9,82.5,0.0,1025.5,-999
NZPEX,202402150830,80,4,9,19.5,17.0,85.4,0.0,1025.7,-999
NZPEX,202402150900,80,4,9,19.5,16.5,82.6,0.0,1026.0,-999
NZPEX,202402150930,90,3,8,20.0,16.8,82.2,0.0,1026.2,-999
NZPEX,202402151000,230,1,8,19.7,17.5,87.3,0.0,1026.3,-999
NZPEX,202402151030,180,3,4,19.2,16.9,86.7,0.0,1026.1,-999
NZPEX,202402151100,210,3,7,18.6,17.2,91.9,0.0,1025.9,-999
NZPEX,202402151130,170,3,7,18.6,17.2,91.4,0.0,1025.9,-999
NZPEX,202402151200,130,2,6,18.5,17.4,93.2,0.0,1026.0,-999
NZPEX,202402151230,160,2,6,18.9,17.2,89.5,0.0,1025.7,-999
NZPEX,202402151300,110,2,6,19.1,17.4,89.8,0.0,1025.6,-999
NZPEX,202402151330,210,3,5,18.6,17.4,92.7,0.0,1025.4,-999
NZPEX,202402151400,210,2,6,18.4,18.0,97.9,0.4,1025.3,-999
NZPEX,202402151430,200,2,6,18.4,18.3,99.4,0.4,1025.2,-999
NZPEX,202402151500,190,3,6,18.2,18.2,99.9,0.0,1025.1,-999
NZPEX,202402151530,200,3,7,17.8,17.8,100.0,0.0,1025.0,-999
NZPEX,202402151600,70,5,12,18.4,18.4,99.9,0.0,1025.2,-999
NZPEX,202402151630,80,2,14,18.4,17.5,94.7,0.4,1025.2,-999
NZPEX,202402151700,20,5,14,18.6,17.9,95.4,2.0,1025.6,-999
NZPEX,202402151730,250,1,11,18.2,18.2,99.9,3.0,1025.8,-999
NZPEX,202402151800,300,2,6,18.1,18.1,100.0,3.0,1026.2,-999
NZPEX,202402151830,230,2,5,18.0,18.0,100.0,2.0,1026.3,-999
NZPEX,202402151900,230,2,4,18.2,18.2,100.0,0.4,1026.6,-999
NZPEX,202402151930,210,4,8,18.4,18.4,100.0,0.0,1026.8,-999
NZPEX,202402152000,210,3,8,18.6,18.6,100.0,0.0,1027.0,-999
NZPEX,202402152030,200,4,7,19.3,19.3,100.0,0.0,1027.1,-999
NZPEX,202402152100,170,3,7,20.5,19.3,92.8,0.0,1027.1,-999
NZPEX,202402152130,150,4,7,21.7,19.3,86.4,0.0,1027.2,-999
NZPEX,202402152200,90,2,9,22.3,18.6,79.5,0.0,1027.3,-999
NZPEX,202402152230,60,10,14,23.3,17.5,69.9,0.0,1027.1,-999
NZPEX,202402152300,60,11,15,22.7,17.0,70.2,0.0,1027.0,-999
NZPM,202402142330,270,16,-999,24,9,-999,-999,1023,FEW055 
NZPM,202402150000,280,16,-999,24,9,-999,-999,1023,-999
NZPM,202402150030,280,16,-999,25,9,-999,-999,1023,-999
NZPM,202402150100,260,17,-999,25,10,-999,-999,1023,-999
NZPM,202402150130,270,17,-999,25,9,-999,-999,1023,-999
NZPM,202402150200,260,16,-999,24,10,-999,-999,1023,FEW060 
NZPM,202402150230,260,16,-999,24,10,-999,-999,1023,FEW060 
NZPM,202402150300,280,17,-999,24,11,-999,-999,1023,-999
NZPM,202402150330,270,16,-999,24,10,-999,-999,1023,-999
NZPM,202402150400,270,16,-999,24,10,-999,-999,1023,FEW049 
NZPM,202402150430,290,15,-999,24,10,-999,-999,1023,FEW048 
NZPM,202402150500,290,14,-999,23,10,-999,-999,1023,-999
NZPM,202402150530,280,14,-999,22,10,-999,-999,1023,-999
NZPM,202402150600,280,12,-999,22,11,-999,-999,1023,-999
NZPM,202402150630,290,11,-999,21,12,-999,-999,1023,-999
NZPM,202402150700,280,11,-999,20,12,-999,-999,1024,-999
NZPM,202402150730,300,6,-999,18,12,-999,-999,1024,FEW046 
NZPM,202402150800,340,4,-999,17,11,-999,-999,1024,FEW046 
NZPM,202402150830,330,5,-999,17,10,-999,-999,1024,-999
NZPM,202402150900,340,4,-999,16,10,-999,-999,1024,-999
NZPM,202402150930,340,4,-999,15,10,-999,-999,1024,-999
NZPM,202402151000,330,3,-999,14,10,-999,-999,1025,-999
NZPM,202402151030,340,4,-999,14,10,-999,-999,1024,-999
NZPM,202402151100,330,3,-999,14,9,-999,-999,1024,-999
NZPM,202402151130,320,3,-999,13,8,-999,-999,1025,-999
NZPM,202402151200,230,3,-999,12,8,-999,-999,1025,-999
NZPM,202402151230,330,2,-999,11,8,-999,-999,1025,-999
NZPM,202402151300,340,3,-999,12,9,-999,-999,1025,-999
NZPM,202402151330,330,5,-999,13,10,-999,-999,1025,-999
NZPM,202402151400,320,4,-999,13,10,-999,-999,1025,-999
NZPM,202402151430,330,5,-999,14,11,-999,-999,1025,-999
NZPM,202402151500,340,6,-999,14,11,-999,-999,1025,-999
NZPM,202402151530,10,6,-999,13,10,-999,-999,1025,-999
NZPM,202402151600,80,2,-999,12,9,-999,-999,1025,SCT250 
NZPM,202402151630,180,2,-999,12,9,-999,-999,1025,SCT018 BKN240 
NZPM,202402151700,360,2,-999,12,10,-999,-999,1026,OVC015 
NZPM,202402151730,10,3,-999,13,10,-999,-999,1026,OVC013 
NZPM,202402151800,310,2,-999,13,10,-999,-999,1026,OVC015 
NZPM,202402151830,360,2,-999,13,10,-999,-999,1026,BKN015 
NZPM,202402151900,260,1,-999,14,10,-999,-999,1026,OVC015 
NZPM,202402151930,60,1,-999,15,11,-999,-999,1027,OVC017 
NZPM,202402152000,300,2,-999,17,12,-999,-999,1027,OVC020 
NZPM,202402152030,250,5,-999,19,13,-999,-999,1027,OVC022 
NZPM,202402152100,280,7,-999,21,14,-999,-999,1027,FEW024 
NZPM,202402152130,270,9,-999,22,14,-999,-999,1027,SCT027 
NZPM,202402152200,270,8,-999,22,14,-999,-999,1027,FEW030 
NZPM,202402152230,260,8,-999,22,14,-999,-999,1026,FEW033 SCT050 
NZPM,202402152300,270,9,-999,24,14,-999,-999,1026,FEW033 
NZPMA,202402142330,270,16,24,24.0,9.0,38.6,0.0,1023.7,FEW055 
NZPMA,202402150000,280,16,24,24.3,9.1,38.0,0.0,1023.6,-999
NZPMA,202402150030,280,16,25,24.6,9.3,37.9,0.0,1023.4,-999
NZPMA,202402150100,260,17,27,24.6,9.9,39.4,0.0,1023.2,-999
NZPMA,202402150130,270,17,27,24.5,9.1,37.7,0.0,1023.0,-999
NZPMA,202402150200,260,16,26,23.9,10.1,41.6,0.0,1023.0,FEW060 
NZPMA,202402150230,260,16,26,24.4,10.1,40.4,0.0,1023.0,FEW060 
NZPMA,202402150300,280,17,26,24.3,10.5,41.7,0.0,1023.1,-999
NZPMA,202402150330,270,16,24,24.2,10.3,41.5,0.0,1023.2,-999
NZPMA,202402150400,270,16,24,24.2,10.0,40.8,0.0,1023.3,FEW049 
NZPMA,202402150430,290,15,24,23.6,9.5,40.7,0.0,1023.4,FEW048 
NZPMA,202402150500,290,14,22,22.6,9.7,43.8,0.0,1023.5,-999
NZPMA,202402150530,280,14,21,22.1,10.1,46.6,0.0,1023.6,-999
NZPMA,202402150600,280,12,20,21.6,11.3,52.0,0.0,1023.6,-999
NZPMA,202402150630,290,11,20,20.5,12.2,58.9,0.0,1023.9,-999
NZPMA,202402150700,280,11,18,19.7,12.1,61.6,0.0,1024.2,-999
NZPMA,202402150730,300,6,17,17.9,11.5,66.0,0.0,1024.3,FEW046 
NZPMA,202402150800,340,4,14,17.3,11.1,66.8,0.0,1024.5,FEW046 
NZPMA,202402150830,330,5,7,16.9,10.4,65.3,0.0,1024.7,-999
NZPMA,202402150900,340,4,8,16.4,10.2,66.7,0.0,1024.9,-999
NZPMA,202402150930,340,4,8,15.4,10.0,70.0,0.0,1024.9,-999
NZPMA,202402151000,330,3,7,14.3,9.6,73.3,0.0,1025.0,-999
NZPMA,202402151030,340,4,7,14.4,9.6,72.8,0.0,1024.9,-999
NZPMA,202402151100,330,3,7,13.7,9.1,73.8,0.0,1024.8,-999
NZPMA,202402151130,320,3,6,13.2,8.4,72.7,0.0,1025.0,-999
NZPMA,202402151200,230,3,6,11.7,8.0,77.9,0.0,1025.2,-999
NZPMA,202402151230,330,2,5,11.3,8.3,81.7,0.0,1025.2,-999
NZPMA,202402151300,340,3,6,12.1,8.6,79.2,0.0,1025.1,-999
NZPMA,202402151330,330,5,8,13.2,9.7,79.4,0.0,1025.2,-999
NZPMA,202402151400,320,4,8,13.0,10.2,83.1,0.0,1025.4,-999
NZPMA,202402151430,330,5,9,13.7,11.0,83.5,0.0,1025.3,-999
NZPMA,202402151500,340,6,10,14.2,11.0,81.1,0.0,1025.1,-999
NZPMA,202402151530,10,6,10,13.3,9.6,78.1,0.0,1025.1,-999
NZPMA,202402151600,80,2,10,12.4,9.2,80.8,0.0,1025.4,SCT250 
NZPMA,202402151630,180,2,9,12.0,9.3,83.4,0.0,1025.9,SCT018 BKN240 
NZPMA,202402151700,360,2,5,12.3,10.3,87.6,0.0,1026.0,OVC015 
NZPMA,202402151730,10,3,4,12.7,10.1,84.4,0.0,1026.1,OVC013 
NZPMA,202402151800,310,2,4,12.9,10.2,83.7,0.0,1026.5,OVC015 
NZPMA,202402151830,360,2,4,13.0,10.4,84.2,0.0,1026.6,BKN015 
NZPMA,202402151900,260,1,4,13.6,10.4,81.1,0.0,1026.9,OVC015 
NZPMA,202402151930,60,1,3,14.7,11.0,78.6,0.0,1027.1,OVC017 
NZPMA,202402152000,300,2,4,16.7,12.4,75.9,0.0,1027.1,OVC020 
NZPMA,202402152030,250,5,7,18.7,12.8,68.6,0.0,1027.2,OVC022 
NZPMA,202402152100,280,7,13,20.9,14.1,65.0,0.0,1027.2,FEW024 
NZPMA,202402152130,270,9,13,22.0,13.8,59.7,0.0,1027.3,SCT027 
NZPMA,202402152200,270,8,14,22.4,13.9,58.8,0.0,1027.1,FEW030 
NZPMA,202402152230,260,8,16,21.8,13.5,59.4,0.0,1026.9,FEW033 SCT050 
NZPMA,202402152300,270,9,16,23.7,13.7,53.6,0.0,1026.8,FEW033 
NZPP,202402142330,360,13,-999,21,16,-999,-999,1024,FEW017 
NZPP,202402150000,350,11,-999,21,16,-999,-999,1023,-999
NZPP,202402150030,330,11,-999,22,16,-999,-999,1023,-999
NZPP,202402150100,330,11,-999,22,15,-999,-999,1023,-999
NZPP,202402150130,320,9,-999,22,14,-999,-999,1023,-999
NZPP,202402150200,320,9,-999,22,13,-999,-999,1023,-999
NZPP,202402150230,310,10,-999,22,13,-999,-999,1023,-999
NZPP,202402150300,320,11,-999,23,12,-999,-999,1023,-999
NZPP,202402150330,310,11,-999,22,13,-999,-999,1023,-999
NZPP,202402150400,300,13,-999,21,14,-999,-999,1023,-999
NZPP,202402150430,290,16,-999,20,15,-999,-999,1023,-999
NZPP,202402150500,300,15,-999,20,15,-999,-999,1023,-999
NZPP,202402150530,300,13,-999,20,16,-999,-999,1023,-999
NZPP,202402150600,300,14,-999,20,15,-999,-999,1023,-999
NZPP,202402150630,300,13,-999,19,15,-999,-999,1023,-999
NZPP,202402150700,300,14,-999,19,15,-999,-999,1023,-999
NZPP,202402150730,300,13,-999,19,14,-999,-999,1023,-999
NZPP,202402150800,310,13,-999,19,15,-999,-999,1023,-999
NZPP,202402150830,300,13,-999,19,14,-999,-999,1023,-999
NZPP,202402150900,320,11,-999,19,13,-999,-999,1024,-999
NZPP,202402150930,320,10,-999,19,13,-999,-999,1024,-999
NZPP,202402151000,320,10,-999,19,13,-999,-999,1024,-999
NZPP,202402151030,320,8,-999,19,12,-999,-999,1024,-999
NZPP,202402151100,330,9,-999,19,11,-999,-999,1025,-999
NZPP,202402151130,350,4,-999,19,12,-999,-999,1025,-999
NZPP,202402151200,310,8,-999,19,13,-999,-999,1025,-999
NZPP,202402151230,320,8,-999,19,12,-999,-999,1025,-999
NZPP,202402151300,320,5,-999,19,13,-999,-999,1024,-999
NZPP,202402151330,70,3,-999,17,15,-999,-999,1025,FEW010 
NZPP,202402151400,330,1,-999,17,15,-999,-999,1025,SCT012 BKN018 BKN250
NZPP,202402151430,50,1,-999,17,15,-999,-999,1025,SCT014 BKN022 OVC250
NZPP,202402151500,330,3,-999,18,16,-999,-999,1025,BKN016 BKN021 BKN220
NZPP,202402151530,320,4,-999,18,16,-999,-999,1025,SCT019 BKN024 BKN060
NZPP,202402151600,310,3,-999,18,16,-999,-999,1025,BKN018 
NZPP,202402151630,360,4,-999,18,16,-999,-999,1025,SCT017 BKN055 
NZPP,202402151700,10,4,-999,18,16,-999,-999,1025,FEW012 BKN017 BKN055
NZPP,202402151730,30,5,-999,18,16,-999,-999,1025,SCT014 BKN020 BKN060
NZPP,202402151800,30,6,-999,18,16,-999,-999,1026,FEW019 
NZPP,202402151830,10,6,-999,18,17,-999,-999,1026,BKN024 
NZPP,202402151900,10,8,-999,18,17,-999,-999,1026,FEW009 SCT025 
NZPP,202402151930,10,8,-999,19,17,-999,-999,1026,FEW017 
NZPP,202402152000,10,10,-999,20,17,-999,-999,1026,SCT008 BKN015 BKN027
NZPP,202402152030,10,11,-999,20,17,-999,-999,1026,BKN007 BKN015 
NZPP,202402152100,20,10,-999,20,17,-999,-999,1027,BKN008 BKN013 
NZPP,202402152130,10,10,-999,20,17,-999,-999,1027,BKN010 
NZPP,202402152200,20,11,-999,21,17,-999,-999,1027,BKN011 
NZPP,202402152230,10,10,-999,21,17,-999,-999,1027,BKN012 BKN019 
NZPP,202402152300,360,9,-999,21,17,-999,-999,1027,-999
NZPPA,202402142330,360,13,21,21.1,16.0,72.8,0.0,1024.1,FEW017 
NZPPA,202402150000,350,11,21,21.4,15.9,71.0,0.0,1023.8,-999
NZPPA,202402150030,330,11,19,21.8,15.6,67.8,0.0,1023.5,-999
NZPPA,202402150100,330,11,19,22.1,15.1,64.6,0.0,1023.5,-999
NZPPA,202402150130,320,9,17,22.4,14.2,59.8,0.0,1023.4,-999
NZPPA,202402150200,320,9,16,22.4,12.6,53.7,0.0,1023.4,-999
NZPPA,202402150230,310,10,16,22.3,12.5,53.8,0.0,1023.2,-999
NZPPA,202402150300,320,11,20,22.5,11.9,51.2,0.0,1023.2,-999
NZPPA,202402150330,310,11,20,22.0,12.7,55.4,0.0,1023.3,-999
NZPPA,202402150400,300,13,20,21.3,14.2,63.9,0.0,1023.4,-999
NZPPA,202402150430,290,16,24,20.4,15.3,72.4,0.0,1023.2,-999
NZPPA,202402150500,300,15,24,20.2,15.4,74.0,0.0,1023.3,-999
NZPPA,202402150530,300,13,23,20.2,15.7,75.4,0.0,1023.3,-999
NZPPA,202402150600,300,14,23,19.9,14.7,72.2,0.0,1023.4,-999
NZPPA,202402150630,300,13,22,19.3,14.9,75.6,0.0,1023.5,-999
NZPPA,202402150700,300,14,22,18.9,14.8,77.3,0.0,1023.5,-999
NZPPA,202402150730,300,13,22,18.9,14.3,74.8,0.0,1023.6,-999
NZPPA,202402150800,310,13,20,18.9,14.7,76.5,0.0,1023.8,-999
NZPPA,202402150830,300,13,23,18.9,13.9,72.8,0.0,1023.9,-999
NZPPA,202402150900,320,11,23,19.0,13.1,68.4,0.0,1024.6,-999
NZPPA,202402150930,320,10,19,19.1,13.0,67.9,0.0,1024.8,-999
NZPPA,202402151000,320,10,18,19.2,12.6,65.4,0.0,1024.8,-999
NZPPA,202402151030,320,8,17,19.2,11.6,61.5,0.0,1024.9,-999
NZPPA,202402151100,330,9,17,19.3,11.1,59.1,0.0,1025.0,-999
NZPPA,202402151130,350,4,17,18.9,12.2,65.2,0.0,1025.0,-999
NZPPA,202402151200,310,8,14,19.1,12.7,66.4,0.0,1025.1,-999
NZPPA,202402151230,320,8,14,19.0,12.1,64.4,0.0,1025.0,-999
NZPPA,202402151300,320,5,14,18.8,13.1,69.3,0.0,1024.9,-999
NZPPA,202402151330,70,3,11,17.0,14.5,85.2,0.0,1025.0,FEW010 
NZPPA,202402151400,330,1,7,16.9,15.3,90.0,0.0,1025.0,SCT012 BKN018 BKN250
NZPPA,202402151430,50,1,3,16.9,15.4,90.9,0.0,1025.2,SCT014 BKN022 OVC250
NZPPA,202402151500,330,3,7,17.9,16.1,89.3,0.0,1025.2,BKN016 BKN021 BKN220
NZPPA,202402151530,320,4,9,18.2,15.7,85.5,0.0,1025.2,SCT019 BKN024 BKN060
NZPPA,202402151600,310,3,9,18.4,16.1,86.4,0.0,1025.3,BKN018 
NZPPA,202402151630,360,4,9,18.3,15.9,86.0,0.0,1025.4,SCT017 BKN055 
NZPPA,202402151700,10,4,9,18.0,16.3,89.8,0.0,1025.6,FEW012 BKN017 BKN055
NZPPA,202402151730,30,5,7,17.7,16.3,91.5,0.0,1025.8,SCT014 BKN020 BKN060
NZPPA,202402151800,30,6,9,17.6,16.4,92.8,0.0,1026.2,FEW019 
NZPPA,202402151830,10,6,9,17.9,16.7,92.9,0.0,1026.4,BKN024 
NZPPA,202402151900,10,8,11,18.2,16.8,91.4,0.0,1026.5,FEW009 SCT025 
NZPPA,202402151930,10,8,12,18.8,17.1,90.1,0.0,1026.6,FEW017 
NZPPA,202402152000,10,10,13,19.5,17.3,87.2,0.0,1026.8,SCT008 BKN015 BKN027
NZPPA,202402152030,10,11,14,19.7,17.1,84.7,0.0,1026.9,BKN007 BKN015 
NZPPA,202402152100,20,10,15,20.2,17.2,82.9,0.0,1027.2,BKN008 BKN013 
NZPPA,202402152130,10,10,15,19.8,16.8,82.7,0.0,1027.2,BKN010 
NZPPA,202402152200,20,11,16,20.8,17.1,79.3,0.0,1027.3,BKN011 
NZPPA,202402152230,10,10,16,20.9,16.7,76.8,0.0,1027.3,BKN012 BKN019 
NZPPA,202402152300,360,9,14,21.3,16.7,75.2,0.0,1027.1,-999
NZPYX,202402142330,250,5,12,14.6,6.9,59.9,0.0,1018.5,-999
NZPYX,202402150000,250,6,12,15.0,6.6,57.3,0.0,1018.6,-999
NZPYX,202402150030,260,5,13,15.5,9.3,66.5,0.0,1018.6,-999
NZPYX,202402150100,250,5,13,14.9,7.9,63.0,0.0,1018.8,-999
NZPYX,202402150130,270,6,14,15.7,7.5,58.2,0.0,1018.9,-999
NZPYX,202402150200,270,7,14,15.5,8.4,62.5,0.0,1019.1,-999
NZPYX,202402150230,300,7,15,15.8,7.8,59.0,0.0,1019.2,-999
NZPYX,202402150300,290,7,15,15.6,6.7,55.3,0.0,1019.2,-999
NZPYX,202402150330,310,9,15,15.3,7.5,59.5,0.0,1019.4,-999
NZPYX,202402150400,300,9,13,15.2,8.3,63.6,0.0,1019.5,-999
NZPYX,202402150430,300,8,15,15.4,7.2,57.9,0.0,1020.0,-999
NZPYX,202402150500,300,8,15,15.1,7.4,60.2,0.0,1020.3,-999
NZPYX,202402150530,300,10,15,14.6,7.3,61.6,0.0,1020.5,-999
NZPYX,202402150600,310,11,16,14.8,7.7,62.4,0.0,1020.5,-999
NZPYX,202402150630,310,11,16,14.5,8.2,66.0,0.0,1020.8,-999
NZPYX,202402150700,320,12,16,14.3,7.8,65.1,0.0,1020.8,-999
NZPYX,202402150730,330,15,18,13.7,8.3,70.1,0.0,1021.0,-999
NZPYX,202402150800,330,15,18,13.7,8.9,72.7,0.0,1021.2,-999
NZPYX,202402150830,340,12,19,13.5,8.9,73.6,0.0,1021.7,-999
NZPYX,202402150900,360,8,19,13.1,8.9,75.5,0.0,1021.8,-999
NZPYX,202402150930,10,11,19,12.7,8.4,74.9,0.0,1022.2,-999
NZPYX,202402151000,10,11,19,12.9,8.7,75.6,0.0,1022.3,-999
NZPYX,202402151030,20,14,21,12.7,8.7,76.4,0.0,1022.4,-999
NZPYX,202402151100,20,14,21,12.5,8.7,77.8,0.0,1022.4,-999
NZPYX,202402151130,20,14,21,12.5,9.0,79.2,0.0,1022.5,-999
NZPYX,202402151200,20,15,21,12.6,9.0,78.8,0.0,1022.7,-999
NZPYX,202402151230,20,15,23,12.7,9.1,78.8,0.0,1022.8,-999
NZPYX,202402151300,20,15,23,12.9,9.4,79.2,0.0,1022.8,-999
NZPYX,202402151330,20,15,24,12.9,9.4,79.3,0.0,1022.6,-999
NZPYX,202402151400,20,15,24,13.0,9.3,78.1,0.0,1022.5,-999
NZPYX,202402151430,10,14,26,13.2,9.2,76.9,0.0,1022.7,-999
NZPYX,202402151500,10,12,26,13.2,9.2,76.9,0.0,1022.7,-999
