Location,DateTime(UTC),Wind Dir,Wind Spd(kt),Max Gust(kt),Temp,Dew Point,RH,Rainfall(mm),Pressure,Cloud
NZSLW,202402151100,320,5,15,-999,-999,-999,-999,-999,-999
NZSLW,202402151130,340,7,9,-999,-999,-999,-999,-999,-999
NZSLW,202402151200,350,5,9,-999,-999,-999,-999,-999,-999
NZSLW,202402151230,320,4,9,-999,-999,-999,-999,-999,-999
NZSLW,202402151300,330,5,7,-999,-999,-999,-999,-999,-999
NZSLW,202402151330,310,4,6,-999,-999,-999,-999,-999,-999
NZSLW,202402151400,330,4,6,-999,-999,-999,-999,-999,-999
NZSLW,202402151430,340,5,6,-999,-999,-999,-999,-999,-999
NZSLW,202402151500,320,5,6,-999,-999,-999,-999,-999,-999
NZSLW,202402151530,320,4,6,-999,-999,-999,-999,-999,-999
NZSLW,202402151600,340,4,5,-999,-999,-999,-999,-999,-999
NZSLW,202402151630,320,4,5,-999,-999,-999,-999,-999,-999
NZSLW,202402151700,320,4,5,-999,-999,-999,-999,-999,-999
NZSLW,202402151730,270,1,5,-999,-999,-999,-999,-999,-999
NZSLW,202402151800,300,1,4,-999,-999,-999,-999,-999,-999
NZSLW,202402151830,180,1,3,-999,-999,-999,-999,-999,-999
NZSLW,202402151900,190,2,2,-999,-999,-999,-999,-999,-999
NZSLW,202402151930,200,2,3,-999,-999,-999,-999,-999,-999
NZSLW,202402152000,210,3,4,-999,-999,-999,-999,-999,-999
NZSLW,202402152030,210,2,6,-999,-999,-999,-999,-999,-999
NZSLW,202402152100,160,2,6,-999,-999,-999,-999,-999,-999
NZSLW,202402152130,150,2,11,-999,-999,-999,-999,-999,-999
NZSLW,202402152200,130,3,11,-999,-999,-999,-999,-999,-999
NZSLW,202402152230,50,5,8,-999,-999,-999,-999,-999,-999
NZSLW,202402152300,70,5,8,-999,-999,-999,-999,-999,-999
NZSPX,202402142330,280,27,34,17.7,16.0,90.0,0.0,1022.7,-999
NZSPX,202402150000,270,25,32,18.3,16.1,86.9,0.0,1022.8,-999
NZSPX,202402150030,270,24,31,19.0,16.2,83.8,0.0,1022.8,-999
NZSPX,202402150100,270,24,30,19.2,16.2,83.0,0.0,1022.7,-999
NZSPX,202402150130,270,24,31,19.6,16.4,81.6,0.0,1022.7,-999
NZSPX,202402150200,270,24,31,19.7,16.3,80.8,0.0,1022.7,-999
NZSPX,202402150230,270,26,32,19.3,16.4,83.4,0.0,1022.5,-999
NZSPX,202402150300,270,25,34,19.6,16.4,81.9,0.0,1022.4,-999
NZSPX,202402150330,270,24,34,19.6,16.4,81.3,0.0,1022.5,-999
NZSPX,202402150400,270,24,33,19.4,16.5,83.3,0.0,1022.7,-999
NZSPX,202402150430,260,22,31,19.3,16.4,83.1,0.0,1022.8,-999
NZSPX,202402150500,-999,-999,31,19.0,16.3,84.7,0.0,1022.7,-999
NZSPX,202402150530,260,20,32,18.1,15.8,86.7,0.0,1022.7,-999
NZSPX,202402150600,260,20,32,18.5,16.1,86.2,0.0,1022.7,-999
NZSPX,202402150630,270,22,30,17.7,16.2,90.9,0.0,1022.8,-999
NZSPX,202402150700,270,22,30,16.9,16.0,94.6,0.0,1022.9,-999
NZSPX,202402150730,260,20,30,16.6,16.1,96.6,0.0,1023.1,-999
NZSPX,202402150800,250,16,30,16.6,16.3,97.8,0.0,1023.4,-999
NZSPX,202402150830,250,16,29,16.6,16.4,98.3,0.0,1023.6,-999
NZSPX,202402150900,260,18,-999,16.7,16.5,99.0,-999,1024.0,-999
NZSPX,202402151000,260,18,-999,16.8,16.7,99.6,-999,1024.4,-999
NZSPX,202402151030,260,16,-999,16.7,16.7,99.8,0.0,1024.4,-999
NZSPX,202402151130,-999,-999,-999,16.8,-999,-999,-999,-999,-999
NZSPX,202402151230,-999,-999,-999,16.7,16.7,100.0,-999,1024.4,-999
NZSPX,202402151300,-999,-999,-999,16.6,16.6,100.0,-999,1024.2,-999
NZSPX,202402151330,-999,-999,-999,16.7,16.7,100.0,-999,1024.3,-999
NZSPX,202402151400,-999,-999,-999,16.7,16.7,100.0,-999,1024.2,-999
NZSPX,202402151430,-999,-999,-999,16.6,16.6,99.9,-999,1024.4,-999
NZSPX,202402151500,-999,-999,-999,16.6,16.6,100.0,-999,1024.4,-999
NZSPX,202402151530,-999,-999,-999,16.6,16.6,100.0,-999,1024.4,-999
NZSPX,202402151700,-999,-999,-999,16.5,16.5,99.9,-999,1024.9,-999
NZSPX,202402151730,-999,-999,-999,16.5,16.5,100.0,-999,1025.0,-999
NZSPX,202402151800,-999,-999,-999,16.6,16.6,100.0,-999,1025.5,-999
NZSPX,202402151900,-999,-999,-999,16.5,16.5,99.9,-999,1025.8,-999
NZSPX,202402151930,-999,-999,-999,16.5,16.5,99.9,-999,1025.9,-999
NZSPX,202402152000,-999,-999,-999,16.8,16.8,100.0,-999,1026.0,-999
NZSPX,202402152030,-999,-999,-999,16.9,16.9,100.0,-999,1026.2,-999
NZSPX,202402152100,-999,-999,-999,-999,-999,-999,-999,-999,-999
NZSPX,202402152130,-999,-999,-999,17.2,17.2,99.9,-999,1026.7,-999
NZSPX,202402152230,270,14,-999,17.4,17.4,100.0,-999,1026.7,-999
NZSPX,202402152300,-999,-999,-999,17.8,17.8,99.9,-999,1026.8,-999
NZSSX,202402142330,100,5,-999,11,11,-999,-999,-999,-999
NZSSX,202402150000,60,9,-999,12,12,-999,-999,-999,-999
NZSSX,202402150030,30,9,-999,12,12,-999,-999,-999,-999
NZSSX,202402150100,40,4,-999,13,11,-999,-999,-999,-999
NZSSX,202402150130,120,3,-999,13,11,-999,-999,-999,-999
NZSSX,202402150200,150,5,-999,11,10,-999,-999,-999,-999
NZSSX,202402150230,180,9,-999,10,9,-999,-999,-999,-999
NZSSX,202402150300,200,11,-999,8,8,-999,-999,-999,-999
NZSSX,202402150330,200,14,-999,8,8,-999,-999,-999,-999
NZSSX,202402150400,190,13,-999,7,7,-999,-999,-999,-999
NZSSX,202402150430,190,14,-999,7,7,-999,-999,-999,-999
NZSSX,202402150500,200,15,-999,7,7,-999,-999,-999,-999
NZSSX,202402150530,200,14,-999,8,8,-999,-999,-999,-999
NZSSX,202402150600,210,13,-999,8,8,-999,-999,-999,-999
NZSSX,202402150630,210,15,-999,8,8,-999,-999,-999,-999
NZSSX,202402150700,220,14,-999,8,8,-999,-999,-999,-999
NZSSX,202402150730,230,14,-999,8,8,-999,-999,-999,-999
NZSSX,202402150800,240,16,-999,8,8,-999,-999,-999,-999
NZSSX,202402150830,250,14,-999,8,8,-999,-999,-999,-999
NZSSX,202402150900,240,15,-999,8,8,-999,-999,-999,-999
NZSSX,202402150930,250,17,-999,8,8,-999,-999,-999,-999
NZSSX,202402151000,250,17,-999,8,8,-999,-999,-999,-999
NZSSX,202402151030,260,17,-999,7,7,-999,-999,-999,-999
NZSSX,202402151100,260,17,-999,7,7,-999,-999,-999,-999
NZSSX,202402151130,250,17,-999,6,6,-999,-999,-999,-999
NZSSX,202402151200,250,17,-999,6,6,-999,-999,-999,-999
NZSSX,202402151230,250,17,-999,6,5,-999,-999,-999,-999
NZSSX,202402151300,240,15,-999,5,3,-999,-999,-999,-999
NZSSX,202402151330,250,16,-999,6,2,-999,-999,-999,-999
NZSSX,202402151400,250,16,-999,6,2,-999,-999,-999,-999
NZSSX,202402151430,250,15,-999,6,1,-999,-999,-999,-999
NZSSX,202402151500,250,15,-999,6,2,-999,-999,-999,-999
NZSSX,202402151530,250,13,-999,6,2,-999,-999,-999,-999
NZSSX,202402151600,250,13,-999,7,3,-999,-999,-999,-999
NZSSX,202402151630,270,10,-999,6,2,-999,-999,-999,-999
NZSSX,202402151700,280,11,-999,6,3,-999,-999,-999,-999
NZSSX,202402151730,270,10,-999,7,4,-999,-999,-999,-999
NZSSX,202402151800,290,10,-999,7,6,-999,-999,-999,-999
NZSSX,202402151830,300,9,-999,7,6,-999,-999,-999,-999
NZSSX,202402151900,310,10,-999,8,7,-999,-999,-999,-999
NZSSX,202402151930,300,9,-999,9,7,-999,-999,-999,-999
NZSSX,202402152000,310,10,-999,10,7,-999,-999,-999,-999
NZSSX,202402152030,310,11,-999,11,7,-999,-999,-999,-999
NZSSX,202402152100,310,8,-999,12,7,-999,-999,-999,-999
NZSSX,202402152130,310,11,-999,13,7,-999,-999,-999,-999
NZSSX,202402152200,310,7,-999,13,6,-999,-999,-999,-999
NZSSX,202402152230,290,7,-999,14,7,-999,-999,-999,-999
NZSSX,202402152300,310,5,-999,15,7,-999,-999,-999,-999
NZTBX,202402142330,60,7,12,21.6,16.8,74.0,0.0,1025.0,-999
NZTBX,202402150000,60,8,11,21.7,16.7,73.2,0.0,1024.8,-999
NZTBX,202402150030,40,13,18,21.8,17.0,74.4,0.0,1024.6,-999
NZTBX,202402150100,50,12,19,21.8,17.0,74.3,0.0,1024.3,-999
NZTBX,202402150130,50,13,20,21.9,17.1,74.4,0.0,1024.2,-999
NZTBX,202402150200,40,15,23,22.0,16.8,72.5,0.0,1024.1,-999
NZTBX,202402150230,40,14,23,21.9,17.0,73.7,0.0,1023.9,-999
NZTBX,202402150300,40,12,23,22.3,16.8,70.9,0.0,1023.9,-999
NZTBX,202402150330,40,11,18,22.3,16.7,70.6,0.0,1023.9,-999
NZTBX,202402150400,50,12,19,22.3,17.1,72.4,0.0,1023.7,-999
NZTBX,202402150430,40,14,20,22.0,16.8,72.6,0.0,1023.6,-999
NZTBX,202402150500,50,12,20,22.0,16.9,72.7,0.0,1023.7,-999
NZTBX,202402150530,40,11,18,22.4,16.4,68.9,0.0,1023.7,-999
NZTBX,202402150600,30,8,16,22.4,16.5,69.4,0.0,1023.8,-999
NZTBX,202402150630,20,7,15,21.9,16.5,71.4,0.0,1024.1,-999
NZTBX,202402150700,50,3,13,21.7,16.7,73.1,0.0,1024.5,-999
NZTBX,202402150730,140,2,9,21.2,16.7,75.6,0.0,1024.9,-999
NZTBX,202402150800,170,5,5,20.0,16.3,79.3,0.0,1025.2,-999
NZTBX,202402150830,210,3,6,18.8,15.8,82.5,0.0,1025.7,-999
NZTBX,202402150900,190,2,6,19.2,14.5,74.3,0.0,1025.8,-999
NZTBX,202402150930,190,1,4,19.5,13.0,66.3,0.0,1026.0,-999
NZTBX,202402151000,150,1,4,19.4,13.1,66.9,0.0,1026.0,-999
NZTBX,202402151030,160,3,4,17.8,12.6,71.6,0.0,1026.0,-999
NZTBX,202402151100,220,1,4,17.6,12.4,71.8,0.0,1026.0,-999
NZTBX,202402151130,270,2,3,17.4,13.6,78.2,0.0,1026.0,-999
NZTBX,202402151200,200,2,4,16.6,13.3,81.1,0.0,1025.9,-999
NZTBX,202402151230,220,3,5,16.0,13.0,82.6,0.0,1025.8,-999
NZTBX,202402151300,180,3,5,15.4,12.5,82.6,0.0,1025.6,-999
NZTBX,202402151330,180,3,4,14.7,11.9,83.4,0.0,1025.5,-999
NZTBX,202402151400,190,3,5,14.4,12.0,85.4,0.0,1025.5,-999
NZTBX,202402151430,190,3,5,13.8,10.8,82.2,0.0,1025.5,-999
NZTBX,202402151500,190,4,6,14.1,11.7,85.6,0.0,1025.4,-999
NZTBX,202402151530,270,1,6,13.3,11.1,86.6,0.0,1025.4,-999
NZTBX,202402151600,220,2,3,13.4,11.5,88.0,0.0,1025.5,-999
NZTBX,202402151630,190,1,4,12.3,10.3,87.7,0.0,1025.7,-999
NZTBX,202402151700,190,2,4,11.9,10.0,88.1,0.0,1026.0,-999
NZTBX,202402151730,220,2,3,11.7,10.0,89.5,0.0,1026.4,-999
NZTBX,202402151800,260,4,5,12.3,10.6,89.6,0.0,1026.8,-999
NZTBX,202402151830,240,2,5,13.1,11.4,89.6,0.0,1027.0,-999
NZTBX,202402151900,220,3,5,14.1,12.3,88.9,0.0,1027.2,-999
NZTBX,202402151930,190,3,5,15.1,13.0,87.2,0.0,1027.4,-999
NZTBX,202402152000,230,2,5,17.6,14.3,80.8,0.0,1027.5,-999
NZTBX,202402152030,220,2,4,20.2,14.4,69.4,0.0,1027.7,-999
NZTBX,202402152100,60,2,4,21.6,14.3,63.2,0.0,1027.9,-999
NZTBX,202402152130,70,6,7,21.2,15.0,67.9,0.0,1027.7,-999
NZTBX,202402152200,70,7,9,21.3,15.3,68.5,0.0,1027.6,-999
NZTBX,202402152230,50,7,9,21.8,14.5,63.4,0.0,1027.3,-999
NZTBX,202402152300,50,8,11,22.1,14.6,62.3,0.0,1027.2,-999
NZTG,202402142330,10,7,-999,24,15,-999,-999,1025,-999
NZTG,202402150000,40,9,-999,25,16,-999,-999,1025,-999
NZTG,202402150030,40,10,-999,24,16,-999,-999,1025,-999
NZTG,202402150100,40,10,-999,24,16,-999,-999,1025,-999
NZTG,202402150130,40,9,-999,24,16,-999,-999,1025,-999
NZTG,202402150200,40,8,-999,24,16,-999,-999,1025,-999
NZTG,202402150230,40,9,-999,24,17,-999,-999,1025,-999
NZTG,202402150300,30,10,-999,25,17,-999,-999,1024,-999
NZTG,202402150330,20,11,-999,24,16,-999,-999,1024,-999
NZTG,202402150400,30,10,-999,24,16,-999,-999,1025,FEW049 
NZTG,202402150430,20,10,-999,23,16,-999,-999,1025,SCT050 
NZTG,202402150500,10,10,-999,24,16,-999,-999,1024,BKN055 
NZTG,202402150530,20,10,-999,23,17,-999,-999,1025,-999
NZTG,202402150600,10,9,-999,23,16,-999,-999,1025,-999
NZTG,202402150630,350,8,-999,22,16,-999,-999,1025,-999
NZTG,202402150700,360,7,-999,22,16,-999,-999,1025,SCT026 BKN046 
NZTG,202402150730,360,8,-999,21,16,-999,-999,1025,SCT027 SCT032 BKN046
NZTG,202402150800,360,7,-999,21,16,-999,-999,1026,SCT046 
NZTG,202402150830,360,6,-999,21,16,-999,-999,1026,SCT025 SCT046 
NZTG,202402150900,360,6,-999,21,16,-999,-999,1026,FEW025 
NZTG,202402150930,350,5,-999,20,17,-999,-999,1026,SCT023 
NZTG,202402151000,350,7,-999,21,17,-999,-999,1026,FEW023 SCT029 
NZTG,202402151030,340,7,-999,20,16,-999,-999,1026,FEW024 SCT039 
NZTG,202402151100,340,6,-999,20,17,-999,-999,1026,FEW024 BKN055 
NZTG,202402151130,340,8,-999,21,17,-999,-999,1026,FEW023 SCT043 BKN050
NZTG,202402151200,280,3,-999,20,17,-999,-999,1026,BKN055 
NZTG,202402151230,200,5,-999,19,17,-999,-999,1026,BKN060 
NZTG,202402151300,200,4,-999,18,17,-999,-999,1026,SCT055 
NZTG,202402151330,180,3,-999,17,16,-999,-999,1026,FEW040 
NZTG,202402151400,220,2,-999,17,16,-999,-999,1026,FEW022 BKN040 
NZTG,202402151430,210,4,-999,17,16,-999,-999,1026,-999
NZTG,202402151500,200,4,-999,17,16,-999,-999,1026,-999
NZTG,202402151530,220,4,-999,17,16,-999,-999,1026,-999
NZTG,202402151600,210,5,-999,17,16,-999,-999,1026,-999
NZTG,202402151630,220,6,-999,17,16,-999,-999,1026,-999
NZTG,202402151700,220,5,-999,17,16,-999,-999,1026,FEW055 
NZTG,202402151730,180,3,-999,16,15,-999,-999,1026,-999
NZTG,202402151800,200,4,-999,16,15,-999,-999,1026,SCT041 
NZTG,202402151830,200,3,-999,16,16,-999,-999,1027,-999
NZTG,202402151900,200,4,-999,17,15,-999,-999,1027,FEW150 
NZTG,202402151930,200,4,-999,18,16,-999,-999,1027,-999
NZTG,202402152000,210,3,-999,20,16,-999,-999,1027,-999
NZTG,202402152030,240,3,-999,21,16,-999,-999,1027,-999
NZTG,202402152100,230,3,-999,23,16,-999,-999,1027,-999
NZTG,202402152130,230,3,-999,24,15,-999,-999,1027,-999
NZTG,202402152200,270,3,-999,25,14,-999,-999,1027,SCT033 
NZTG,202402152230,320,4,-999,25,16,-999,-999,1027,FEW033 
NZTG,202402152300,20,7,-999,25,16,-999,-999,1027,-999
NZTGA,202402142330,10,7,12,24.3,14.5,54.3,0.0,1025.7,-999
NZTGA,202402150000,40,9,16,24.6,15.8,57.9,0.0,1025.4,-999
NZTGA,202402150030,40,10,16,24.4,15.6,58.1,0.0,1025.2,-999
NZTGA,202402150100,40,10,17,24.0,15.8,60.0,0.0,1025.1,-999
NZTGA,202402150130,40,9,17,24.0,16.4,62.5,0.0,1025.2,-999
NZTGA,202402150200,40,8,14,24.0,16.2,61.9,0.0,1025.2,-999
NZTGA,202402150230,40,9,16,24.2,16.6,62.7,0.0,1025.0,-999
NZTGA,202402150300,30,10,16,24.6,16.6,61.0,0.0,1024.9,-999
NZTGA,202402150330,20,11,16,24.4,15.5,57.6,0.0,1024.9,-999
NZTGA,202402150400,30,10,16,24.4,16.1,59.9,0.0,1025.0,FEW049 
NZTGA,202402150430,20,10,16,23.2,16.1,64.2,0.0,1025.1,SCT050 
NZTGA,202402150500,10,10,15,23.8,16.2,62.6,0.0,1024.9,BKN055 
NZTGA,202402150530,20,10,15,23.2,16.6,66.6,0.0,1025.0,-999
NZTGA,202402150600,10,9,14,22.6,16.0,66.2,0.0,1025.0,-999
NZTGA,202402150630,350,8,14,22.3,16.4,69.1,0.0,1025.4,-999
NZTGA,202402150700,360,7,12,21.8,16.4,71.3,0.0,1025.8,SCT026 BKN046 
NZTGA,202402150730,360,8,12,21.3,16.0,71.8,0.0,1025.9,SCT027 SCT032 BKN046
NZTGA,202402150800,360,7,12,20.9,15.9,73.2,0.0,1026.2,SCT046 
NZTGA,202402150830,360,6,12,20.7,16.3,76.1,0.0,1026.5,SCT025 SCT046 
NZTGA,202402150900,360,6,10,20.6,16.1,75.4,0.0,1026.7,FEW025 
NZTGA,202402150930,350,5,10,20.3,16.5,79.0,0.0,1026.8,SCT023 
NZTGA,202402151000,350,7,10,20.7,16.6,77.2,0.0,1026.8,FEW023 SCT029 
NZTGA,202402151030,340,7,11,20.4,16.2,76.6,0.0,1026.8,FEW024 SCT039 
NZTGA,202402151100,340,6,11,20.4,16.6,78.9,0.0,1026.8,FEW024 BKN055 
NZTGA,202402151130,340,8,10,20.7,16.5,76.7,0.0,1026.7,FEW023 SCT043 BKN050
NZTGA,202402151200,280,3,10,19.8,16.8,82.9,0.0,1026.7,BKN055 
NZTGA,202402151230,200,5,9,19.2,17.3,88.9,0.0,1026.5,BKN060 
NZTGA,202402151300,200,4,6,18.3,16.6,90.0,0.0,1026.4,SCT055 
NZTGA,202402151330,180,3,5,17.4,15.7,90.0,0.0,1026.2,FEW040 
NZTGA,202402151400,220,2,5,17.4,16.4,93.8,0.0,1026.1,FEW022 BKN040 
NZTGA,202402151430,210,4,6,17.0,16.1,94.4,0.0,1026.2,-999
NZTGA,202402151500,200,4,6,16.6,15.8,95.3,0.0,1026.1,-999
NZTGA,202402151530,220,4,7,16.8,15.9,94.5,0.0,1026.0,-999
NZTGA,202402151600,210,5,8,17.0,16.1,94.4,0.0,1026.2,-999
NZTGA,202402151630,220,6,8,16.8,15.8,93.9,0.0,1026.3,-999
NZTGA,202402151700,220,5,9,16.6,15.5,93.2,0.0,1026.5,FEW055 
NZTGA,202402151730,180,3,9,16.2,15.1,93.4,0.0,1026.7,-999
NZTGA,202402151800,200,4,7,15.8,14.9,94.6,0.0,1026.9,SCT041 
NZTGA,202402151830,200,3,5,16.4,15.5,94.2,0.0,1027.2,-999
NZTGA,202402151900,200,4,6,16.7,15.4,92.0,0.0,1027.5,FEW150 
NZTGA,202402151930,200,4,6,18.3,16.3,88.2,0.0,1027.6,-999
NZTGA,202402152000,210,3,6,19.6,16.3,81.2,0.0,1027.6,-999
NZTGA,202402152030,240,3,6,21.3,15.8,70.8,0.0,1027.7,-999
NZTGA,202402152100,230,3,6,22.9,16.0,64.9,0.0,1027.7,-999
NZTGA,202402152130,230,3,6,23.5,14.6,57.5,0.0,1027.6,-999
NZTGA,202402152200,270,3,10,24.5,14.4,53.3,0.0,1027.4,SCT033 
NZTGA,202402152230,320,4,10,25.2,16.1,57.0,0.0,1027.4,FEW033 
NZTGA,202402152300,20,7,11,25.2,15.8,56.1,0.0,1027.2,-999
NZTHE,202402142330,350,17,24,23.8,10.2,42.2,0.0,1014.5,-999
NZTHE,202402150000,360,20,25,21.8,10.2,47.5,0.0,1014.3,-999
NZTHE,202402150030,350,18,25,22.9,8.9,40.8,0.0,1014.4,-999
NZTHE,202402150100,360,13,24,23.9,9.1,38.9,0.0,1014.1,-999
NZTHE,202402150130,350,14,24,24.0,8.4,37.1,0.0,1013.8,-999
NZTHE,202402150200,360,13,21,24.0,8.9,38.1,0.0,1013.8,-999
NZTHE,202402150230,350,13,21,24.3,10.2,41.1,0.0,1013.9,-999
NZTHE,202402150300,350,13,21,22.9,11.0,47.1,0.0,1014.0,-999
NZTHE,202402150330,10,11,21,22.7,11.1,47.8,0.0,1014.0,-999
NZTHE,202402150400,360,13,18,22.1,10.9,49.0,0.0,1014.1,-999
NZTHE,202402150430,350,13,19,21.6,11.3,51.8,0.0,1014.5,-999
NZTHE,202402150500,340,7,19,21.8,11.0,50.5,0.0,1014.9,-999
NZTHE,202402150530,360,11,15,21.2,11.1,52.6,0.0,1015.2,-999
NZTHE,202402150600,350,10,15,20.7,11.7,56.5,0.0,1015.3,-999
NZTHE,202402150630,310,5,14,20.7,11.8,56.7,0.0,1015.5,-999
NZTHE,202402150700,300,5,12,20.8,11.5,55.3,0.0,1015.6,-999
NZTHE,202402150730,240,4,10,19.4,12.5,64.4,0.0,1015.9,-999
NZTHE,202402150800,280,5,10,18.7,12.6,68.0,0.0,1016.6,-999
NZTHE,202402150830,10,9,13,15.6,12.4,81.3,0.0,1017.5,-999
NZTHE,202402150900,10,6,13,14.4,11.8,84.2,0.0,1018.2,-999
NZTHE,202402150930,340,7,12,13.5,11.5,87.5,0.0,1018.7,-999
NZTHE,202402151000,10,6,11,12.9,11.2,89.3,0.0,1019.0,-999
NZTHE,202402151030,360,9,13,12.4,10.9,90.2,0.0,1019.4,-999
NZTHE,202402151100,320,4,13,12.1,10.7,91.4,0.0,1019.7,-999
NZTHE,202402151130,280,4,10,12.1,10.6,90.8,0.0,1020.3,-999
NZTHE,202402151200,290,6,10,12.4,10.5,87.8,0.0,1020.3,-999
NZTHE,202402151230,300,8,11,12.3,10.4,88.0,0.0,1020.7,-999
NZTHE,202402151300,300,5,11,12.8,10.7,87.1,0.0,1020.8,-999
NZTHE,202402151330,340,4,8,12.6,10.4,86.5,0.0,1021.1,-999
NZTHE,202402151400,350,2,8,12.2,10.5,89.8,0.0,1021.2,-999
NZTHE,202402151430,240,1,6,11.3,10.2,92.8,0.0,1021.4,-999
NZTHE,202402151500,190,1,3,10.4,9.5,94.3,0.0,1021.6,-999
NZTHE,202402151530,310,2,4,11.4,10.2,92.4,0.0,1021.9,-999
NZTHE,202402151600,230,2,4,11.5,10.3,92.1,0.0,1022.1,-999
NZTHE,202402151630,260,4,6,11.8,10.2,90.1,0.0,1022.2,-999
NZTHE,202402151700,270,5,6,12.2,10.3,88.6,0.0,1022.2,-999
NZTHE,202402151730,310,4,6,12.4,10.3,86.8,0.0,1022.6,-999
NZTHE,202402151800,330,4,6,12.5,10.1,85.7,0.0,1023.0,-999
NZTHE,202402151830,350,4,6,12.4,10.1,85.7,0.0,1023.4,-999
NZTHE,202402151900,360,4,6,12.4,9.8,84.3,0.0,1023.6,-999
NZTHE,202402151930,10,4,5,12.7,10.4,86.0,0.0,1024.0,-999
NZTHE,202402152000,350,3,5,12.8,10.3,84.6,0.0,1024.3,-999
NZTHE,202402152030,350,3,5,13.3,10.4,82.8,0.0,1024.6,-999
NZTHE,202402152100,320,2,6,13.8,10.3,79.6,0.0,1024.7,-999
NZTHE,202402152130,30,3,10,14.9,10.6,75.5,0.0,1024.8,-999
NZTHE,202402152200,40,2,10,15.7,10.9,73.3,0.0,1024.7,-999
NZTHE,202402152230,80,3,6,18.3,10.5,60.6,0.0,1024.6,-999
NZTHE,202402152300,90,5,10,18.3,10.2,59.1,0.0,1024.4,-999
NZTKX,202402150000,270,12,20,23.6,10.9,44.7,0.0,1022.9,-999
NZTKX,202402150100,250,12,19,24.6,11.1,42.8,0.0,1022.6,-999
NZTKX,202402150200,240,11,18,25.0,10.8,41.1,0.0,1022.4,-999
NZTKX,202402150300,270,12,19,25.2,13.3,47.8,0.0,1022.6,-999
NZTKX,202402150400,250,14,21,22.8,12.3,51.4,0.0,1023.0,-999
NZTKX,202402150500,250,15,23,21.7,12.5,56.0,0.0,1023.2,-999
NZTKX,202402150600,250,18,26,19.8,10.5,55.1,0.0,1023.7,-999
NZTKX,202402150700,250,13,24,18.1,9.9,59.0,0.0,1024.6,-999
NZTKX,202402150800,250,10,17,16.7,8.8,59.8,0.0,1025.0,-999
NZTKX,202402150900,250,9,16,16.0,7.9,58.8,0.0,1025.3,-999
NZTKX,202402151000,200,8,10,14.5,8.3,66.6,0.0,1024.7,-999
NZTKX,202402151100,210,6,13,13.4,8.2,70.8,0.0,1024.6,-999
NZTKX,202402151200,240,6,9,13.0,8.2,72.8,0.0,1024.6,-999
NZTKX,202402151300,220,8,13,14.9,8.7,66.6,0.0,1024.5,-999
NZTKX,202402151400,230,6,15,14.4,8.1,66.2,0.0,1024.4,-999
NZTKX,202402151500,230,7,15,14.6,8.1,65.3,0.0,1024.7,-999
NZTKX,202402151600,230,11,16,15.5,8.9,64.8,0.0,1024.7,-999
NZTKX,202402151700,210,6,17,12.9,8.2,73.0,0.0,1025.2,-999
NZTKX,202402151800,210,2,8,13.1,8.2,71.9,0.0,1026.0,-999
NZTKX,202402151900,140,2,7,14.8,9.5,70.3,0.0,1026.4,-999
NZTKX,202402152000,230,5,11,18.5,10.6,60.1,0.0,1026.8,-999
NZTKX,202402152100,200,8,14,20.2,10.5,53.8,0.0,1027.1,-999
NZTKX,202402152200,320,4,14,22.0,9.5,45.0,0.0,1027.1,-999
NZTKX,202402152300,230,10,19,22.7,9.7,43.7,0.0,1026.9,-999
NZTPE,202402150000,-999,-999,-999,24,-999,-999,0.0,-999,-999
NZTPE,202402150100,-999,-999,-999,24,-999,-999,0.0,-999,-999
NZTPE,202402150200,-999,-999,-999,24,-999,-999,0.0,-999,-999
NZTPE,202402150300,-999,-999,-999,23,-999,-999,0.0,-999,-999
NZTPE,202402150400,-999,-999,-999,23,-999,-999,0.0,-999,-999
NZTPE,202402150500,-999,-999,-999,22,-999,-999,0.0,-999,-999
NZTPE,202402150600,-999,-999,-999,21,-999,-999,0.0,-999,-999
NZTPE,202402150700,-999,-999,-999,19,-999,-999,0.0,-999,-999
NZTPE,202402150800,-999,-999,-999,18,-999,-999,0.0,-999,-999
NZTPE,202402150900,-999,-999,-999,18,-999,-999,0.0,-999,-999
NZTPE,202402151000,-999,-999,-999,17,-999,-999,0.0,-999,-999
NZTPE,202402151100,-999,-999,-999,16,-999,-999,0.0,-999,-999
NZTPE,202402151200,-999,-999,-999,16,-999,-999,0.0,-999,-999
NZTPE,202402151300,-999,-999,-999,16,-999,-999,0.0,-999,-999
NZTPE,202402151400,-999,-999,-999,15,-999,-999,0.0,-999,-999
NZTPE,202402151500,-999,-999,-999,15,-999,-999,0.0,-999,-999
NZTPE,202402151600,-999,-999,-999,16,-999,-999,0.0,-999,-999
NZTPE,202402151700,-999,-999,-999,17,-999,-999,0.0,-999,-999
NZTRX,202402142330,300,9,11,22.4,15.7,65.8,0.0,1025.8,-999
NZTRX,202402150000,300,8,11,22.1,15.3,65.5,0.0,1025.6,-999
NZTRX,202402150030,300,8,11,23.2,14.9,59.9,0.0,1025.5,-999
NZTRX,202402150100,300,9,12,23.1,15.0,60.5,0.0,1025.2,-999
NZTRX,202402150130,310,9,13,24.0,15.1,57.7,0.0,1025.1,-999
NZTRX,202402150200,300,7,13,23.7,14.9,57.9,0.0,1025.2,-999
NZTRX,202402150230,260,5,12,23.3,14.9,59.3,0.0,1025.1,-999
